PMID,Child Concept,Relationship,Parent Concept
29783031,All-payer rate-setting system,is-a,method to limit rising hospitalization costs
29783031,Aggregate payment system,is-a,hospital compensation method
29783031,Cost differences,is-a,result of patient-level factors
29783031,Quality metrics,is-a,method to assess intensive care unit (ICU
29783031,Racial differences,is-a,factor in discrepancies in LER hospital costs
29783031,Disadvantaged populations,is-a,group with higher LER costs
29783031,Extended hospitalization and ICU admission,is-a,cause of higher LER costs in AA patients
29783031,Socioeconomic factors,is-a,factor contributing to higher LER costs
28266148,Individuals with disabilities,is-a,vulnerable population
28266148,Nurse practitioners,is-a,key access point in the healthcare delivery system
28266148,Preventive services,is-a,cornerstone to improving health and quality of life
28266148,Physical environment and system,is-a,barrier to preventive care
28266148,Transportation,is-a,barrier to preventive care
28266148,Provider knowledge and attitude,is-a,barrier to preventive care
28266148,Financial,is-a,barrier to preventive care
32955105,COVID-19 cases,is-a,health event
32955105,COVID-19 deaths,is-a,health event
32955105,Nursing home residents,is-a,demographic group
32955105,Nursing home staff,is-a,demographic group
32955105,Racial/ethnic disparities,is-a,social determinant of health
32955105,Cross-sectional analysis,is-a,research design
32955105,National nursing home COVID-19 reports,is-a,data source
32955105,Nursing home,is-a,care setting
32955105,Personal protective equipment (PPE),is-a,health resource
32955105,Shortages in staff and PPE,is-a,health system factor
