0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
21722035,Involuntary engagement stress responses,is-a,type of stress response,,,,,'polluted air',18.0
21722035,Involuntary disengagement responses,is-a,type of stress response,,,,,'polluted air',18.0
28318288,Older sibling mentalization,is-a,psychological factor,,,,,social_risk_factors,11.0
28318288,Familial risk for internalizing symptoms,is-a,psychological factor,,,,,social_risk_factors,11.0
28318288,Internalizing problems,is-a,mental health issue,,,,,park_access,15.0
28318288,Target children,is-a,demographic group,,,,,'polluted air',15.0
28318288,Older siblings,is-a,demographic group,,,,,'polluted air',15.0
28318288,Mother and partner reports,is-a,method of assessment,,,,,park_access,16.0
28318288,Sibling pretend-play interaction,is-a,method of assessment,,,,,park_access,16.0
28318288,Internal state talk and reasoning,is-a,method of assessment,,,,,park_access,16.0
28318288,PsycINFO Database Record,is-a,source of data,,,,,'polluted air',13.0
7772959,Intensive care unit,is-a,healthcare setting,,,,,'mass incarceration',14.0
7772959,Intensive care nurses,is-a,healthcare professionals,,,,,'employment programs',18.0
7772959,Family members,is-a,stakeholders in patient care,,,,,'exposure to violence',21.0
7772959,Supportive interventions,is-a,healthcare services,,,,,park_access,15.0
7772959,Thematic content analysis,is-a,research method,,,,,park_access,13.0
7772959,Grounded theory approach,is-a,research method,,,,,park_access,13.0
33305423,UK specialist nursing post,is-a,Healthcare service,,,,,'polluted air',15.0
33305423,Children with undiagnosed genetic conditions,is-a,Patient group,,,,,park_access,11.0
33305423,Practical support,is-a,Service type,,,,,park_access,11.0
33305423,Point of contact,is-a,Service type,,,,,park_access,11.0
33305423,Community liaison,is-a,Service type,,,,,park_access,11.0
33305423,Signposting to other services,is-a,Service type,,,,,park_access,11.0
33305423,Care coordination,is-a,Service type,,,,,park_access,11.0
33305423,Supporting families,is-a,Service type,,,,,park_access,11.0
33305423,Advocacy,is-a,Service type,,,,,park_access,11.0
33305423,Raising awareness,is-a,Service type,,,,,park_access,11.0
33305423,Emotional support,is-a,Service type,,,,,park_access,11.0
21879363,Medical professions,is-a,profession,,,,,park_access,9.0
21879363,Shift work,is-a,work condition,,,,,'polluted air',12.0
21879363,Overtime,is-a,work condition,,,,,'polluted air',12.0
21879363,Physicians,is-a,medical professionals,,,,,'social integration',16.0
21879363,Radiology,is-a,medical profession,,,,,park_access,14.0
21879363,Parental leave,is-a,employee benefit,,,,,'polluted air',13.0
21879363,Flexible working hours,is-a,employee benefit,,,,,'polluted air',13.0
21879363,Classic role model,is-a,societal norm,,,,,'polluted air',10.0
21879363,Women,is-a,gender,,,,,park_access,10.0
21879363,Men,is-a,gender,,,,,park_access,10.0
21879363,Place of employment,is-a,workplace factor,,,,,park_access,11.0
21879363,Family and profession compatibility,is-a,work-life balance factor,,,,,social_risk_factors,16.0
26123903,Amae,is-a,Japanese collectivistic concept,,,,,'foster collaboration',21.0
26123903,Ie,is-a,Japanese collectivistic concept,,,,,'foster collaboration',21.0
26123903,Attachment theory,is-a,psychological theory,,,,,social_risk_factors,14.0
26123903,Secure-base behavior,is-a,concept in attachment theory,,,,,community_composition,20.0
26123903,Japanese parent-child relations,is-a,cultural practice,,,,,'polluted air',13.0
26123903,Individual competence,is-a,personal attribute,,,,,'polluted air',15.0
36670308,Opioid Use Disorder,is-a,Substance Use Disorder,,,,,park_access,17.0
36670308,Parent with Substance Use Disorder,is-a,Challenging family situation,,,,,community_composition,18.0
36670308,Parental drug use,is-a,Cause of family instability,,,,,'rate of hate crimes in society',20.0
36670308,Parental drug use,is-a,Cause of child welfare involvement,,,,,'rate of hate crimes in society',23.0
36670308,Maternal and child home visiting,is-a,Community-based prevention programming,,,,,community_composition,24.0
36670308,Substance use experts,is-a,Key for home visitor support,,,,,'exposure to violence',22.0
36670308,Increased acuity of social complexity,is-a,Challenge for staff,,,,,'polluted air',15.0
36670308,System-based adaptations,is-a,Promise for better support for families impacted by SUD,,,,,'rate of hate crimes in society',39.0
27122059,Child eating behaviour,is-a,health determinant,,,,,'polluted air',15.0
27122059,Parental feeding practices,is-a,health determinant,,,,,'polluted air',15.0
27122059,BMI,is-a,health indicator,,,,,'polluted air',13.0
27122059,Emotional eating,is-a,eating behaviour,,,,,'mass incarceration',13.0
27122059,Food enjoyment,is-a,eating behaviour,,,,,'mass incarceration',13.0
27122059,Food satiety,is-a,eating behaviour,,,,,'mass incarceration',13.0
27122059,Restrictive feeding practices,is-a,parental feeding practice,,,,,'social integration',17.0
27122059,Pressure-to-eat feeding practices,is-a,parental feeding practice,,,,,'social integration',17.0
27122059,Encouragement-to-eat feeding practices,is-a,parental feeding practice,,,,,'social integration',17.0
22525808,Autism,is-a,health condition,,,,,community_composition,13.0
22525808,Nurses,is-a,health professional,,,,,park_access,15.0
22525808,Mother,is-a,family member,,,,,park_access,11.0
22525808,Pediatric nurses,is-a,specialized nurses,,,,,'polluted air',12.0
22525808,Acute care settings,is-a,health care settings,,,,,park_access,15.0
22525808,Community,is-a,social environment,0.6666666666666667,,'social integration',,'social integration',10.0
22525808,Schools,is-a,educational institutions,,,,,'social integration',13.0
22525808,Diagnosis,is-a,medical procedure,,,,,park_access,14.0
22525808,Family unit,is-a,social structure,0.6666666666666667,,'social integration',,social_risk_factors,9.0
26010689,Bereavement research,is a,type of Qualitative research,,,,,'community violence',22.0
26010689,Thematic analysis,is a,type of Data analysis,,,,,park_access,16.0
26010689,ICUs in France,is a,type of Clinical setting,,,,,'mass incarceration',17.0
26010689,Family members who lost a loved one in the ICU,is a,type of Research subjects,,,,,park_access,19.0
26010689,Narratives,letters,"and written annotations, are types of, Data sources",,,,,'rate of hate crimes in society',38.0
26676430,Child with special health care needs,is-a,Patient,,,,,park_access,8.0
26676430,Social network,is-a,Support system,,,,,park_access,12.0
26676430,Mother,is-a,Primary caregiver,,,,,park_access,13.0
26676430,Family members,is-a,Caregiver,,,,,park_access,8.0
26676430,Public policy,is-a,Social determinant of health,,,,,'social integration',17.0
26676430,Healthcare facilities,is-a,Health services,,,,,park_access,12.0
26676430,Community,is-a,Social environment,0.6666666666666667,,'social integration',,'social integration',10.0
36674323,Parenting styles,is-a,factor in social emotions formation in children,,,,,cause_of_psychological_hardship_in_children,29.0
36674323,Parenting styles,is-a,factor in effective family policies creation,,,,,'rate of hate crimes in society',31.0
36674323,Warm parenting style,is-a,type of parenting style,,,,,'social opportunity',18.0
36674323,Hostile parenting style,is-a,type of parenting style,,,,,'social opportunity',18.0
36674323,Emotional warmth parenting style,is-a,type of parenting style,,,,,'social opportunity',18.0
36674323,Rejection parenting style,is-a,type of parenting style,,,,,'social opportunity',18.0
36674323,Parent,is-a,primary caregiver,,,,,park_access,13.0
36674323,Grandparent,is-a,primary caregiver,,,,,park_access,13.0
36674323,Socio-emotional development,is-a,aspect of child development,,,,,'community violence',21.0
36674323,Preventive services,is-a,strategy to improve parenting styles,,,,,'access to working utilities',25.0
36674323,Intervention techniques,is-a,strategy to mitigate potential lasting consequences,,,,,'rate of hate crimes in society',34.0
36674323,Therapeutic techniques,is-a,strategy to mitigate potential lasting consequences,,,,,'rate of hate crimes in society',34.0
38091258,Preterm birth,is-a,perinatal predictor,,,,,social_risk_factors,14.0
38091258,Social/family risk factors,is-a,demographic predictor,,,,,'employment programs',16.0
38091258,Maternal sensitivity,is-a,relational predictor,,,,,'polluted air',16.0
38091258,Infant cooperation during free play,is-a,relational predictor,,,,,'polluted air',16.0
38091258,Single parent,is-a,social/family risk factor,,,,,social_risk_factors,10.0
38091258,Immigrant,is-a,social/family risk factor,,,,,social_risk_factors,10.0
38091258,Unemployed,is-a,social/family risk factor,,,,,social_risk_factors,10.0
38091258,Low education,is-a,social/family risk factor,,,,,social_risk_factors,10.0
38091258,Low income,is-a,social/family risk factor,,,,,social_risk_factors,10.0
38091258,Insecurity,is-a,attachment outcome,,,,,'employment programs',15.0
38091258,Social-Positive Oriented regulatory behavior pattern,is-a,relational predictor,,,,,'polluted air',16.0
25600426,Dual-earner households,is-a,type of family,,,,,'polluted air',13.0
25600426,Work-family conflict,is-a,type of work related stress,,,,,'access to working utilities',19.0
25600426,Work-family enrichment,is-a,type of work related benefit,,,,,'polluted air',21.0
25600426,Coping strategies,is-a,type of stress management,,,,,'polluted air',19.0
25600426,APIM model,is-a,type of statistical analysis,,,,,'rate of hate crimes in society',22.0
25600426,Positive attitude towards multiple roles,is-a,type of coping strategy,,,,,'access to working utilities',18.0
25600426,Planning and management skills,is-a,type of coping strategy,,,,,'access to working utilities',18.0
25600426,Avoiding cut back on professional responsibilities,is-a,type of coping strategy,,,,,'access to working utilities',18.0
25600426,Use of childcare facilities,is-a,type of coping strategy,,,,,'access to working utilities',18.0
25600426,Gender roles,is-a,type of societal norm,,,,,'polluted air',16.0
25600426,Interventions,is-a,type of solution for work-family issues,,,,,'access to working utilities',29.0
3659201,Microanalytic study,is-a,Research Methodology,,,,,'social integration',17.0
3659201,Clinical method,is-a,Research Methodology,,,,,'social integration',17.0
3659201,Infant-mother dyad,is-a,Family Structure,,,,,'polluted air',13.0
3659201,Father-stranger dyad,is-a,Family Structure,,,,,'polluted air',13.0
22369464,Family structure,is-a,social determinant of health,,,,,'social integration',17.0
22369464,Maternal partnership instability,is-a,social determinant of health,,,,,'social integration',17.0
22369464,Adolescent behavioral well-being,is-a,health outcome,,,,,park_access,12.0
22369464,Adolescent emotional well-being,is-a,health outcome,,,,,park_access,12.0
22369464,Economic hardship,is-a,social determinant of health,,,,,'social integration',17.0
22369464,Family routines,is-a,social determinant of health,,,,,'social integration',17.0
22369464,Father involvement,is-a,social determinant of health,,,,,'social integration',17.0
22369464,Maternal psychological distress,is-a,social determinant of health,,,,,'social integration',17.0
22369464,Parenting stress,is-a,social determinant of health,,,,,'social integration',17.0
21369841,Aggressive behavior,is-a,Child behavior,,,,,'polluted air',11.0
21369841,Early-onset aggressive behavior,is-a,Aggressive behavior,,,,,'mass incarceration',15.0
21369841,Clinical level of aggression,is-a,Level of aggression,,,,,park_access,15.0
21369841,Borderline level of aggression,is-a,Level of aggression,,,,,park_access,15.0
21369841,Moderate level of aggression,is-a,Level of aggression,,,,,park_access,15.0
21369841,Low level of aggression,is-a,Level of aggression,,,,,park_access,15.0
21369841,Preschool children,is-a,Children,,,,,park_access,10.0
21369841,Family functioning,is-a,Family dynamics,,,,,'polluted air',12.0
21369841,Impaired family functioning,is-a,Family functioning,,,,,'polluted air',15.0
21369841,Health care system,is-a,Health care,,,,,'polluted air',10.0
21369841,Service use,is-a,Health care utilization,,,,,'mass incarceration',16.0
21369841,Negative developmental consequences,is-a,Child development outcomes,,,,,'employment programs',18.0
21369841,Costs,is-a,Economic impact,,,,,'community violence',14.0
2812885,Special needs adoption,is-a,Adoption type,,,,,'polluted air',12.0
2812885,Professionals,is-a,Role in child welfare,,,,,'polluted air',17.0
2812885,Permanent,loving families,"is-a, Ideal child environment",,,,,'social integration',20.0
2812885,Fear and prejudice,is-a,Barrier to adoption,,,,,'foster collaboration',12.0
2812885,Experience and knowledge,is-a,Resource for professionals,,,,,'exposure to violence',17.0
2812885,Children,is-a,Beneficiary of adoption,,,,,'foster collaboration',16.0
2812885,Families,is-a,Beneficiary of adoption,,,,,'foster collaboration',16.0
3359868,Social referencing,is-a,socioemotional development process,,,,,'community violence',23.0
3359868,Marital satisfaction,is-a,factor in familial context,,,,,'community violence',19.0
3359868,Fathers,is-a,potential referencing targets for infants,,,,,'water with high pollutants',30.0
