PMID,Child Concept,Relationship,Parent Concept
37994473,CSEM distribution,is-a,form of child abuse
37994473,CSEM consumption,is-a,form of child abuse
35619856,Social determinants of health,is-a,Condition that impacts individual's health
35619856,Type 2 Diabetes Mellitus,is-a,Health condition related to social demands
35619856,Prescription expense,is-a,Social demand
35619856,Conveyance,is-a,Social demand
35619856,Health literacy,is-a,Social demand
35619856,Childcare,is-a,Exception in social demands related to T2DM
35619856,Retrospective study,is-a,Research method
35619856,Statistical Analysis,is-a,Research method
35619856,Health systems,is-a,Collaborator for social service providers
35619856,Social service providers,is-a,Collaborator for health systems
35573466,Covid-19 pandemic suppression policies,is-a,type of containment measures
35573466,Labor supply effect,is-a,effect of Covid-19 pandemic suppression policies
35573466,Capital accumulation effect,is-a,effect of Covid-19 pandemic suppression policies
35573466,Economic growth effect,is-a,effect of Covid-19 pandemic suppression policies
35573466,Epidemic SIS population model,is-a,model used for the study
35573466,Solow's type growth model,is-a,model used for the study
35573466,Economic growth equilibrium,is-a,result of suppression policies
35573466,Poverty trap,is-a,type of stable economic equilibrium
35573466,High economic growth with capital accumulation,is-a,type of economic equilibrium
37044151,Sustainable Development Goals (SDG),is a,initiative
37044151,Technological advancements,is a,method for waste to energy conversion
37044151,Municipal Solid Waste (MSW),is a,type of waste
37044151,Biofuels,is a,type of energy
37044151,Biofuel carriers,is a,type of energy
37044151,Biochemicals,is a,type of energy
37044151,Energy-efficient technologies,is a,method for waste to energy conversion
37044151,Risk assessment,is a,process in waste management
37044151,Circular bioeconomy,is a,strategy for energy production
37044151,Policies and amendments,is a,strategy for competent management of MSW
22687155,Urbanisation,is-a,global mega trend
22687155,Armed conflict,is-a,global mega trend
22687155,Climate change,is-a,global mega trend
22687155,Crime,is-a,global mega trend
22687155,Environmental degradation,is-a,global mega trend
22687155,Financial and economic instability,is-a,global mega trend
22687155,Food shortages,is-a,global mega trend
22687155,Underemployment,is-a,global mega trend
22687155,Volatile commodity prices,is-a,global mega trend
22687155,Weak governance,is-a,global mega trend
22687155,Refugees,is-a,displaced people
22687155,Returnees,is-a,displaced people
22687155,Internally displaced persons (IDPs),is-a,displaced people
22687155,National governments,is-a,governance structure
22687155,Mayors and municipal authorities,is-a,governance structure
22687155,Service providers,is-a,urban entity
22687155,Urban police forces,is-a,urban entity
22687155,Representatives of displaced and resident communities,is-a,social stakeholder
11910064,Higher per capita incomes,is-a,economic development factor
11910064,Poverty,is-a,determinant of poor health
11910064,Economic stability,is-a,factor for health
11910064,Health,is-a,form of human capital
11910064,Economic prosperity,is-a,factor for improved health
11910064,Equality in wealth distribution,is-a,factor for improving population health
11910064,Inequalities in health,is-a,consequence of unequal wealth distribution
11910064,Macroeconomic development framework,is-a,approach to conceptualize health
34556156,Health insurance,is-a,risk management system
34556156,Corona epidemic,is-a,public health crisis
34556156,Economic problems,is-a,consequence of public health crisis
34556156,Health insurance model,is-a,part of resilient economy
34556156,Knowledge-based economy,is-a,basis for economic resilience in health insurance systems
34556156,Economic resilience,is-a,intermediate result of a knowledge-based economy in health insurance systems
34556156,Economic stability,is-a,intermediate result of a knowledge-based economy in health insurance systems
34556156,Justice,is-a,long term result of maintaining intermediate results in health insurance systems
36177191,Economic games,are tools for,study of social behavior
36177191,Trust games,are a type of,Economic games
36177191,Self-reported questionnaires,are tools for,measuring average behavior
36177191,Trust questionnaire,is a type of,self-reported questionnaires
29165621,Complex emergencies,is-a,result of political instability
29165621,Complex emergencies,is-a,result of economic instability
29165621,Health care provision,is-a,challenge in complex emergencies
29165621,Tuberculosis treatment,is-a,long-term commitment
29165621,Untreated tuberculosis,is-a,cause of increased tuberculosis incidence
29165621,Scoping review method,is-a,means of analyzing studies
29165621,Service providers and treatment regime,is-a,important factor in tuberculosis programmes
29165621,Training and supervision,is-a,important factor in tuberculosis programmes
29165621,Donor support,is-a,important factor in tuberculosis programmes
29165621,Adherence,is-a,important factor in tuberculosis programmes
29165621,Leadership and coordination,is-a,important factor in tuberculosis programmes
29165621,Monitoring,is-a,important factor in tuberculosis programmes
29165621,Government and community support,is-a,important factor in tuberculosis programmes
35817935,Poverty,is-a,Socioeconomic Factor
35817935,Unemployment,is-a,Socioeconomic Factor
35817935,Education,is-a,Socioeconomic Factor
35817935,Housing,is-a,Physical Environment Factor
35817935,Pollution,is-a,Physical Environment Factor
35817935,Healthy Diet,is-a,Lifestyle Factor
35817935,Exercise,is-a,Lifestyle Factor
35817935,Smoking,is-a,Lifestyle Factor
35817935,Alcohol,is-a,Lifestyle Factor
35817935,Mental Health,is-a,Health Factor
35817935,Physical Health,is-a,Health Factor
35817935,Access to Healthcare,is-a,Health System Factor
35817935,Quality of Healthcare,is-a,Health System Factor
36361203,Poverty,is-a,Economic instability
36361203,HIV,is-a,Disease
36361203,Adolescents living with HIV,is-a,Vulnerable population
36361203,Multidimensional Poverty Index,is-a,Measurement tool
36361203,Health,is-a,Multidimensional poverty index indicator
36361203,Assets,is-a,Multidimensional poverty index indicator
36361203,Housing,is-a,Multidimensional poverty index indicator
36361203,Family dynamics,is-a,Multidimensional poverty index indicator
36361203,Family-based multifaceted economic empowerment intervention,is-a,Poverty reduction strategy
36361203,Economic instability,is-a,Social determinant of health
36361203,HIV care continuum outcomes,is-a,Health outcome
32015066,Economic Abuse,is-a,form of Intimate Partner Violence
32015066,Scale of Economic Abuse,is-a,Measure of Economic Abuse
32015066,Scale of Economic Abuse-Short,is-a,variant of Scale of Economic Abuse
32015066,Female community college students,is-a,non-IPV-service seeking sample
32015066,Quantitative web-based survey,is-a,method of data collection
32015066,Confirmatory factor analysis,is-a,method of data analysis
32015066,Exploratory factor analysis,is-a,method of data analysis
20218153,Lebanon,is-a,developing country
20218153,Lebanon,is-a,country marred by civil war
20218153,Lebanon,is-a,country with political instability
20218153,Lebanon,is-a,country with social instability
20218153,Lebanon,is-a,country with economic instability
20218153,Lebanon,is-a,country without mental health policy
20218153,Lebanon,is-a,country without mental health plan
38094064,China-Pakistan Economic Corridor (CPEC),is-a,Infrastructure Project
38094064,COVID-19 pandemic,is-a,Health Emergency
38094064,COVID-19 lockdown policy,is-a,Travel Restriction
38094064,CPEC employees,is-a,Worker Group
38094064,World Economic Order,is-a,Global Economic System
37866828,SDoH,is-a,"determinant of, overall health"
37866828,Access to health care,is-a,"aspect of, SDoH"
37866828,Economic stability,is-a,"aspect of, SDoH"
37866828,Built environment,is-a,"aspect of, SDoH"
37866828,Food security,is-a,"aspect of, SDoH"
37866828,Climate,is-a,"aspect of, SDoH"
37866828,Educational environment,is-a,"aspect of, SDoH"
37866828,Occupational environment,is-a,"aspect of, SDoH"
37866828,Social context,is-a,"aspect of, SDoH"
37866828,Digital domain,is-a,"aspect of, SDoH"
37866828,Primary care provider,is-a,"key player in, addressing SDoH"
37866828,Screening for SDoH,is-a,"role of, primary care provider"
37866828,Assessing SDoH,is-a,"role of, primary care provider"
34856242,Solid waste generation,is-a,"result of, population growth"
34856242,Solid waste generation,is-a,"result of, urbanization"
34856242,Solid waste generation,is-a,"result of, industrialization"
34856242,Solid waste management,is-a,"challenge for, society"
34856242,Municipal solid waste,is-a,"challenge for, developing countries"
34856242,Energy recovery production,is-a,"aspect of, solid waste management"
34856242,Thermochemical conversion,is-a,"technology for, energy recovery"
34856242,Biochemical conversion,is-a,"technology for, energy recovery"
33088340,Coronavirus,is-a,pandemic
33088340,Social isolation,is-a,measure
33088340,Mandatory lockdowns,is-a,measure
33088340,Economic instability,is-a,impact
33088340,High levels of tension,is-a,impact
33088340,Risk of violence,is-a,danger
3623777,Unemployment,is-a,Economic factor
3623777,Per capita cigarette consumption,is-a,Lifestyle factor
3623777,Per capita spirits consumption,is-a,Lifestyle factor
