PMID,Child Concept,Relationship,Parent Concept,Most Similar Term (BERT),Cosine Similarity (BERT)
25749487,Child support,is-a,Public Transfer,,
25749487,Income from personal networks,is-a,Private Safety Net,work environment,0.7763884663581848
25749487,Survey of Income and Program Participation,is-a,National representative panel,,
25749487,Economic consequences of divorce,is-a,Economic Impact,psychological effect,0.7707622647285461
25749487,Economic consequences of cohabitation dissolution,is-a,Economic Impact,psychological effect,0.7707622647285461
25749487,Marital Stability,is-a,Family Status,suicide attempts,0.7376117706298828
25749487,Income Instability,is-a,Financial Status,,
29470783,Cohabitation,is-a,Relationship context for U.S. adults,,
29470783,Specialization,is-a,Economic foundation for cohabiting couples,,
29470783,Male breadwinner norm,is-a,Economic foundation for cohabiting couples,,
29470783,Low income,is-a,Source of stress and conflict for cohabiting couples,'higher risk to pregnanat women',0.7172712087631226
29470783,Marriage bar theory,is-a,Theory explaining economic standards associated with marriage,'hygiene factors in office',0.7120701670646667
29470783,Survival analysis,is-a,Statistical method used in the study,,
29470783,Prospective monthly data,is-a,Type of data used in the study,,
29470783,Survey of Income and Program Participation,is-a,Source of data for the study,,
29470783,Economic specialization,is-a,Theory tested in the study,,
29470783,Men's ability to be good providers,is-a,Aspect considered in the study,,
29470783,Within-couple earnings equality,is-a,Factor promoting stability in cohabiting relationships,'pairing of team members at work',0.7026312351226807
29470783,Between-couple inequalities in economic resources,is-a,Factor producing inequalities in couples' relationship outcomes,,
37410330,Environmental degradation,is-a,"factor of, macroeconomic instability",,
37410330,Bank credit,is-a,"factor of, macroeconomic instability",,
37410330,Government spending,is-a,"factor of, macroeconomic stability",,
37410330,Governance,is-a,"moderating factor in, macroeconomic instability",,
37410330,Macroeconomic instability,is-a,"outcome of, environmental degradation",mental health issue,0.705807626247406
37410330,Macroeconomic stability,is-a,"outcome of, governance and government spending",social policy,0.7232813239097595
37410330,Emerging market economies,is-a,"subject of, study",,
37410330,PMG-ARDL method,is-a,"method used in, study",,
37410330,FGLS technique,is-a,"method used in, cross-validation of study results",,
26091499,Population growth,is-a,socio-economic factor,psychological factor,0.7214906215667725
26091499,Energy use,is-a,technological factor,protective factor,0.7780023217201233
26091499,Carrying capacity,is-a,environmental factor,psychological factor,0.8216627836227417
26091499,Political change,is-a,social factor,psychological factor,0.895585298538208
26091499,Technological change,is-a,technological factor,protective factor,0.7780023217201233
26091499,Environmental change,is-a,environmental factor,psychological factor,0.8216627836227417
26091499,Social change,is-a,social factor,psychological factor,0.895585298538208
26091499,Sustainable world,is-a,global goal,work environment,0.7697675228118896
26091499,Malthusian growth,is-a,population growth type,,
26091499,Exponential growth,is-a,population growth type,,
26091499,Super-exponential growth,is-a,population growth type,,
36561276,Gender-Based Violence,is-a,manifestation of gender inequality,history of domestic violence,0.8231672644615173
36561276,COVID-19,is-a,risk factor for Gender-Based Violence,history of domestic violence,0.8229354023933411
36561276,Forced marriage,is-a,form of Gender-Based Violence,history of domestic violence,0.8426958918571472
36561276,Household violence,is-a,form of Gender-Based Violence,history of domestic violence,0.8426958918571472
36561276,Pre-existing gender inequalities,is-a,risk factor for Gender-Based Violence,history of domestic violence,0.8229354023933411
36561276,Regressive gender norms,is-a,risk factor for Gender-Based Violence,history of domestic violence,0.8229354023933411
36561276,Economic instability,is-a,risk factor for Gender-Based Violence,history of domestic violence,0.8229354023933411
36561276,GBV service provision,is-a,community level program,,
36561276,GBV programming,is-a,strategy to combat Gender-Based Violence,history of domestic violence,0.7717170715332031
36561276,Innovative approaches,is-a,strategy to combat Gender-Based Violence,history of domestic violence,0.7717170715332031
36561276,COVID-19 pandemic,is-a,"challenge for individual, community, institution, and policy",,
36561276,Private,public and cyberspace,"is-a, combat zone for Gender-Based Violence",,
36324860,illiteracy,is-a,educational characteristic,psychological distress,0.7675092220306396
36324860,poverty,is-a,economic characteristic,psychological distress,0.7502018213272095
36324860,lack of accessibility to education,is-a,educational characteristic,psychological distress,0.7675092220306396
36324860,lack of interest in school,is-a,educational characteristic,psychological distress,0.7675092220306396
36324860,change of the communist political regime,is-a,political characteristic,psychological distress,0.7700482606887817
36324860,economic instability,is-a,economic characteristic,psychological distress,0.7502018213272095
36324860,Romanian education system,is-a,educational institution,service professionals,0.7491799592971802
36324860,Western reforms,is-a,political characteristic,psychological distress,0.7700482606887817
36324860,modern strategies,is-a,educational strategy,work environment,0.7673007845878601
36324860,quasi-obsolete strategies,is-a,educational strategy,work environment,0.7673007845878601
36324860,residential area factor,is-a,geographic characteristic,psychological distress,0.7417812347412109
36324860,ethnic and religious heritage,is-a,cultural characteristic,work environment,0.7388250827789307
36324860,social and economic environment,is-a,societal characteristic,psychological distress,0.773715615272522
37823967,Family formation,is-a,social stability factor,psychological factor,0.7862029075622559
37823967,Employment instability,is-a,negative factor for fertility decisions,factor influencing health,0.816390872001648
37823967,Unemployment,is-a,form of employment instability,'loosing health coverage associated with job',0.7189390659332275
37823967,Temporary employment,is-a,form of employment instability,'loosing health coverage associated with job',0.7189390659332275
37823967,Gender roles,is-a,factor in employment situation influence,amount of workload,0.7575139999389648
33962537,Depression,is-a,common condition,suicide attempts,0.7810935974121094
33962537,Depression,is-a,debilitating condition,,
33962537,Depression,is-a,modifiable risk factor,psychological factor,0.7324496507644653
33962537,Women,is-a,group disproportionately burdened by depression,,
33962537,Low-income pregnant and parenting women,is-a,group with high rates of depression,psychosocial factors,0.7158682346343994
33962537,Community-based psychological and economic interventions,is-a,opportunity for addressing depression,mental health issue,0.7119213342666626
33962537,Maternal depression,is-a,perpetuator of intergenerational poverty,,
33962537,Policies to treat maternal depression,is-a,recommendation for social services systems,social policy,0.7287033796310425
35298258,Puerto Rico Oversight,Management,"and Economic Stability Act, is-a, Law",,
35298258,Financial Oversight and Management Board,is-a,Governing Body,,
35298258,University of Puerto Rico,is-a,Educational Institution,service professionals,0.7491799592971802
35298258,Science,Technology,"Engineering, and Mathematics, is-a, Academic fields",,
35298258,Debt restructuring,is-a,Economic Activity,,
35298258,Economic Recovery,is-a,Economic Activity,,
35298258,Budget cut,is-a,Financial Decision,work environment,0.7672023177146912
35298258,State funding,is-a,Financial Resource,,
33551864,COVID-19 pandemic,is-a,unusual circumstance,protective factor,0.7106798887252808
33551864,Suicide prevention,is-a,challenge during COVID-19 pandemic,,
33551864,Fear of COVID-19,is-a,risk factor for suicidal behavior,psychosocial factors,0.8001750707626343
33551864,Economic instability,is-a,risk factor for suicidal behavior,psychosocial factors,0.8001750707626343
33551864,Poor access to healthcare facilities,is-a,risk factor for suicidal behavior,psychosocial factors,0.8001750707626343
33551864,Pre-existing psychiatric disorders,is-a,risk factor for suicidal behavior,psychosocial factors,0.8001750707626343
33551864,Social disconnect,is-a,risk factor for suicidal behavior,psychosocial factors,0.8001750707626343
33551864,Interpersonal model,is-a,theoretical approach to understanding suicide risk,history of domestic violence,0.7297075390815735
33551864,Stress diathesis model,is-a,theoretical approach to understanding suicide risk,history of domestic violence,0.7297075390815735
33551864,Cognitive model,is-a,theoretical approach to understanding suicide risk,history of domestic violence,0.7297075390815735
33551864,Perceived burdensomeness,is-a,reason behind suicidal risk factors,psychosocial factors,0.766708254814148
33551864,Thwarted belongingness,is-a,reason behind suicidal risk factors,psychosocial factors,0.766708254814148
33551864,Stress sensitivity,is-a,reason behind suicidal risk factors,psychosocial factors,0.766708254814148
37096618,United States,is-a,Country,,
37096618,Life Expectancy,is-a,Health Indicator,psychological factor,0.7813254594802856
37096618,Mortality,is-a,Health Indicator,psychological factor,0.7813254594802856
37096618,Health systems,is-a,Organizational Entity,work environment,0.7694305181503296
37096618,Population health management,is-a,Health Strategy,social policy,0.8267589807510376
37096618,Safe housing,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
37096618,Blue and green spaces,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
37096618,Reliable and safe transportation,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
37096618,Education and literacy,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
